user_id,variant,primary_scenario,retention_7d
user_205,control,general,0
user_206,treatment,coding,0
user_207,treatment,coding,1
user_208,treatment,coding,0
user_209,control,general,0
user_210,control,coding,1
user_211,control,general,0
user_212,control,coding,1
user_213,control,writing,0
user_214,control,coding,1
user_215,control,coding,0
user_216,treatment,general,0
user_217,control,general,1
user_218,treatment,coding,1
user_219,control,writing,1
user_220,control,coding,1
user_221,control,coding,0
user_222,treatment,writing,0
user_223,treatment,general,1
user_224,treatment,coding,0
user_225,treatment,general,0
user_226,control,general,0
user_227,treatment,writing,0
user_228,control,writing,1
user_229,control,general,1
user_230,treatment,coding,1
user_231,treatment,general,0
user_232,treatment,coding,1
user_233,treatment,coding,1
user_234,treatment,writing,1
user_235,treatment,coding,1
user_236,treatment,coding,1
user_237,treatment,general,1
user_238,control,writing,1
user_239,treatment,coding,0
user_240,treatment,coding,1
user_241,control,writing,0
user_242,treatment,general,1
user_243,control,writing,1
user_244,control,writing,0
user_245,treatment,coding,0
user_246,control,coding,0
user_247,control,general,0
user_248,control,coding,0
user_249,control,coding,0
user_250,treatment,writing,1
user_251,control,coding,0
user_252,treatment,general,1
user_253,control,writing,0
user_254,control,general,0
user_255,control,writing,0
user_256,control,coding,0
user_257,treatment,writing,0
user_258,treatment,writing,1
user_259,control,coding,0
user_260,control,coding,0
user_261,treatment,general,0
user_262,control,general,0
user_263,control,coding,0
user_264,control,coding,0
user_265,treatment,coding,1
user_266,treatment,writing,1
user_267,treatment,writing,0
user_268,control,writing,1
user_269,control,coding,0
user_270,treatment,general,1
user_271,treatment,coding,0
user_272,treatment,writing,0
user_273,treatment,writing,1
user_274,control,coding,0
user_275,treatment,coding,0
user_276,control,writing,0
user_277,treatment,writing,1
user_278,control,writing,0
user_279,treatment,coding,0
user_280,treatment,writing,0
user_281,treatment,writing,1
user_282,treatment,general,1
user_283,control,coding,1
user_284,treatment,general,1
user_285,control,general,0
user_286,control,writing,0
user_287,control,coding,0
user_288,control,writing,0
user_289,treatment,coding,0
user_290,control,general,1
user_291,control,coding,0
user_292,control,writing,1
user_293,treatment,writing,0
user_294,treatment,writing,0
user_295,treatment,coding,0
user_296,treatment,general,0
user_297,control,general,1
user_298,control,coding,0
user_299,treatment,writing,1
user_300,control,general,0
user_301,control,writing,0
user_302,control,coding,0
user_303,treatment,writing,1
user_304,treatment,general,0
user_305,control,general,1
user_306,treatment,writing,0
user_307,treatment,coding,1
user_308,treatment,writing,0
user_309,treatment,coding,1
user_310,treatment,writing,0
user_311,control,general,1
user_312,treatment,coding,1
user_313,control,coding,0
user_314,control,coding,0
user_315,treatment,general,1
user_316,control,writing,0
user_317,control,general,1
user_318,control,coding,1
user_319,treatment,writing,1
user_320,treatment,general,1
user_321,control,coding,0
user_322,treatment,coding,1
user_323,treatment,general,0
user_324,treatment,general,0
user_325,treatment,general,1
user_326,control,coding,1
user_327,control,general,0
user_328,treatment,coding,1
user_329,treatment,general,0
user_330,control,coding,1
user_331,control,coding,1
user_332,treatment,writing,0
user_333,control,general,0
user_334,treatment,general,1
user_335,treatment,coding,1
user_336,control,coding,1
user_337,control,coding,1
user_338,treatment,writing,0
user_339,treatment,writing,1
user_340,control,coding,0
user_341,treatment,general,1
user_342,control,general,0
user_343,treatment,writing,0
user_344,control,writing,0
user_345,control,coding,0
user_346,control,general,0
user_347,treatment,coding,0
user_348,treatment,writing,0
user_349,control,general,0
user_350,treatment,general,1
user_351,control,writing,1
user_352,control,coding,0
user_353,treatment,coding,0
user_354,treatment,general,1
user_355,control,writing,1
user_356,treatment,general,0
user_357,treatment,writing,0
user_358,control,coding,0
user_359,control,writing,0
user_360,treatment,coding,1
user_361,control,writing,0
user_362,control,general,0
user_363,treatment,coding,0
user_364,control,general,0
user_365,control,general,1
user_366,treatment,coding,0
user_367,treatment,coding,1
user_368,control,general,0
user_369,control,general,0
user_370,treatment,general,0
user_371,treatment,general,0
user_372,treatment,coding,0
user_373,treatment,coding,0
user_374,control,general,1
user_375,treatment,writing,0
user_376,treatment,writing,0
user_377,control,coding,1
user_378,treatment,general,1
user_379,control,general,0
user_380,treatment,coding,0
user_381,treatment,writing,0
user_382,treatment,writing,1
user_383,control,writing,1
user_384,control,coding,0
user_385,treatment,writing,1
user_386,control,coding,0
user_387,control,coding,0
user_388,control,general,0
user_389,control,writing,0
user_390,control,coding,0
user_391,control,writing,0
user_392,treatment,writing,0
user_393,treatment,general,1
user_394,control,writing,1
user_395,treatment,general,0
user_396,treatment,coding,1
user_397,treatment,writing,0
user_398,treatment,coding,1
user_399,control,writing,0
user_400,treatment,coding,0
user_401,treatment,writing,1
user_402,control,writing,0
user_403,control,writing,0
user_404,treatment,writing,0
user_405,treatment,writing,1
user_406,treatment,writing,0
user_407,treatment,writing,1
user_408,treatment,writing,1
user_409,treatment,writing,0
user_410,control,coding,1
user_411,treatment,general,0
user_412,treatment,writing,1
user_413,control,general,0
user_414,control,writing,0
user_415,control,writing,1
user_416,control,coding,1
user_417,treatment,coding,0
user_418,treatment,general,0
user_419,treatment,coding,0
user_420,treatment,coding,0
user_421,treatment,general,1
user_422,treatment,coding,1
user_423,control,writing,1
user_424,treatment,general,0
user_425,control,general,1
user_426,control,writing,0
user_427,treatment,coding,0
user_428,control,general,1
user_429,treatment,general,1
user_430,control,writing,0
user_431,treatment,writing,0
user_432,control,coding,0
user_433,treatment,general,1
user_434,treatment,coding,1
user_435,treatment,coding,1
user_436,treatment,writing,1
user_437,treatment,general,0
user_438,control,general,1
user_439,control,general,0
user_440,control,writing,0
user_441,treatment,writing,1
user_442,control,writing,0
user_443,treatment,writing,1
user_444,treatment,writing,1
user_445,control,general,1
user_446,control,coding,1
user_447,treatment,general,1
user_448,control,coding,0
user_449,treatment,writing,1
user_450,treatment,coding,1
user_451,treatment,general,0
user_452,treatment,general,1
user_453,treatment,coding,1
user_454,control,writing,1
user_455,control,writing,1
user_456,treatment,general,1
user_457,treatment,coding,1
user_458,control,writing,1
user_459,control,writing,0
user_460,treatment,general,0
user_461,control,writing,1
user_462,treatment,coding,0
user_463,control,general,1
user_464,treatment,general,1
user_465,control,coding,1
user_466,treatment,general,0
user_467,control,writing,0
user_468,control,writing,1
user_469,treatment,coding,1
user_470,control,writing,0
user_471,treatment,coding,1
user_472,control,coding,1
user_473,treatment,writing,0
user_474,control,coding,1
user_475,treatment,writing,1
user_476,control,general,0
user_477,treatment,general,1
user_478,control,coding,1
user_479,treatment,writing,0
user_480,treatment,writing,1
user_481,treatment,general,1
user_482,control,general,0
user_483,treatment,writing,1
user_484,control,coding,0
user_485,treatment,general,1
user_486,control,coding,0
user_487,treatment,coding,1
user_488,control,general,1
user_489,control,coding,1
user_490,treatment,coding,1
user_491,control,writing,1
user_492,control,coding,1
user_493,treatment,writing,0
user_494,control,general,0
user_495,control,general,1
user_496,control,writing,1
user_497,treatment,general,0
user_498,control,coding,1
user_499,treatment,coding,1
user_500,control,coding,1
user_501,control,general,1
user_502,control,coding,1
user_503,treatment,general,1
user_504,control,coding,0
user_505,control,writing,0
user_506,treatment,general,0
user_507,control,general,0
user_508,treatment,coding,1
user_509,treatment,general,1
user_510,control,general,0
user_511,treatment,writing,1
user_512,control,writing,1
user_513,treatment,coding,1
user_514,treatment,writing,0
user_515,control,coding,1
user_516,treatment,coding,1
user_517,treatment,coding,1
user_518,treatment,general,1
user_519,treatment,writing,0
user_520,treatment,coding,1
user_521,control,writing,1
user_522,treatment,coding,0
user_523,control,writing,1
user_524,treatment,writing,0
user_525,control,coding,0
user_526,control,general,0
user_527,treatment,writing,1
user_528,treatment,general,0
user_529,treatment,general,0
user_530,control,coding,0
user_531,treatment,coding,1
user_532,control,coding,0
user_533,control,writing,1
user_534,control,coding,1
user_535,treatment,coding,0
user_536,treatment,writing,0
user_537,control,writing,0
user_538,control,coding,1
user_539,treatment,coding,0
user_540,control,coding,0
user_541,treatment,coding,1
user_542,control,general,0
user_543,treatment,general,1
user_544,control,coding,0
user_545,treatment,general,0
user_546,control,writing,0
user_547,treatment,general,1
user_548,treatment,general,1
user_549,control,coding,1
user_550,control,general,1
user_551,treatment,general,1
user_552,control,general,1
user_553,treatment,general,0
user_554,control,writing,0
user_555,treatment,coding,1
user_556,treatment,coding,0
user_557,treatment,writing,1
user_558,treatment,general,0
user_559,treatment,writing,1
user_560,treatment,general,0
user_561,control,writing,1
user_562,control,coding,0
user_563,control,coding,0
user_564,treatment,coding,1
user_565,treatment,general,0
user_566,treatment,general,0
user_567,treatment,writing,1
user_568,control,writing,0
user_569,control,coding,1
user_570,treatment,general,1
user_571,control,writing,0
user_572,control,general,1
user_573,treatment,general,0
user_574,control,coding,1
user_575,treatment,coding,1
user_576,control,general,0
user_577,treatment,general,1
user_578,treatment,general,1
user_579,treatment,general,0
user_580,treatment,coding,0
user_581,control,writing,1
user_582,treatment,coding,1
user_583,treatment,writing,1
user_584,treatment,general,1
user_585,control,writing,1
user_586,treatment,coding,1
user_587,control,coding,0
user_588,treatment,general,1
user_589,control,coding,1
user_590,control,general,0
user_591,treatment,coding,1
user_592,control,coding,1
user_593,treatment,general,1
user_594,treatment,writing,0
user_595,treatment,coding,1
user_596,control,writing,0
user_597,control,coding,1
user_598,treatment,coding,0
user_599,treatment,coding,1
user_600,control,coding,1
user_601,treatment,writing,0
user_602,treatment,writing,0
user_603,treatment,coding,1
user_604,control,coding,0
user_605,control,writing,0
user_606,control,general,1
user_607,treatment,general,0
user_608,treatment,writing,0
user_609,treatment,coding,1
user_610,control,coding,1
user_611,treatment,general,0
user_612,treatment,general,0
user_613,treatment,writing,0
user_614,treatment,general,0
user_615,control,writing,1
user_616,control,general,1
user_617,treatment,general,1
user_618,control,general,0
user_619,control,coding,1
user_620,treatment,coding,1
user_621,treatment,coding,1
user_622,control,general,1
user_623,treatment,writing,0
user_624,control,writing,1
user_625,treatment,writing,0
user_626,control,writing,1
user_627,treatment,coding,1
user_628,control,coding,0
user_629,control,general,1
user_630,control,general,1
user_631,treatment,writing,1
user_632,control,coding,0
user_633,control,writing,0
user_634,treatment,general,0
user_635,treatment,general,1
user_636,control,writing,1
user_637,control,general,0
user_638,treatment,writing,0
user_639,treatment,coding,1
user_640,treatment,writing,0
user_641,treatment,coding,0
user_642,treatment,coding,0
user_643,control,general,0
user_644,treatment,general,0
user_645,control,general,0
user_646,control,writing,1
user_647,control,writing,0
user_648,treatment,general,0
user_649,control,writing,1
user_650,control,general,1
user_651,treatment,writing,1
user_652,control,coding,1
user_653,control,coding,1
user_654,treatment,general,0
user_655,control,writing,1
user_656,control,writing,1
user_657,control,coding,0
user_658,treatment,coding,1
user_659,treatment,general,1
user_660,treatment,coding,1
user_661,control,general,0
user_662,control,coding,1
user_663,treatment,coding,1
user_664,control,writing,0
user_665,control,coding,0
user_666,treatment,coding,0
user_667,treatment,general,1
user_668,control,coding,0
user_669,control,general,1
user_670,control,coding,1
user_671,treatment,coding,1
user_672,treatment,general,1
user_673,treatment,writing,0
user_674,treatment,general,0
user_675,control,general,0
user_676,treatment,general,1
user_677,treatment,writing,0
user_678,treatment,coding,1
user_679,treatment,general,0
user_680,treatment,general,1
user_681,control,writing,0
user_682,control,general,0
user_683,treatment,coding,1
user_684,control,writing,0
user_685,treatment,coding,0
user_686,treatment,coding,0
user_687,control,writing,1
user_688,control,general,1
user_689,treatment,coding,0
user_690,treatment,coding,1
user_691,treatment,coding,0
user_692,control,coding,1
user_693,treatment,writing,1
user_694,treatment,writing,0
user_695,treatment,coding,1
user_696,control,general,1
user_697,treatment,coding,0
user_698,treatment,general,0
user_699,control,coding,0
user_700,treatment,general,1
user_701,treatment,coding,1
user_702,control,general,1
user_703,treatment,coding,1
user_704,control,coding,0
user_705,control,general,1
user_706,treatment,writing,0
user_707,treatment,general,0
user_708,treatment,writing,0
user_709,treatment,coding,0
user_710,control,general,1
user_711,treatment,general,0
user_712,control,general,1
user_713,treatment,writing,0
user_714,treatment,writing,0
user_715,treatment,coding,1
user_716,control,writing,1
user_717,treatment,writing,1
user_718,treatment,coding,1
user_719,treatment,general,0
user_720,treatment,general,1
user_721,control,coding,1
user_722,treatment,general,0
user_723,control,writing,0
user_724,control,coding,0
user_725,control,coding,0
user_726,control,coding,1
user_727,control,general,1
user_728,control,coding,0
user_729,treatment,coding,1
user_730,control,coding,0
user_731,control,general,1
user_732,control,writing,1
user_733,treatment,coding,1
user_734,treatment,writing,1
user_735,control,general,1
user_736,treatment,general,1
user_737,control,general,0
user_738,control,general,1
user_739,treatment,writing,1
user_740,control,coding,0
user_741,treatment,general,1
user_742,treatment,general,1
user_743,control,writing,1
user_744,control,writing,0
user_745,treatment,general,1
user_746,control,coding,1
user_747,control,coding,1
user_748,control,general,0
user_749,treatment,writing,0
user_750,treatment,general,0
user_751,control,general,0
user_752,treatment,writing,0
user_753,treatment,general,0
user_754,treatment,general,1
user_755,treatment,general,0
user_756,treatment,writing,1
user_757,control,coding,0
user_758,control,coding,0
user_759,control,writing,1
user_760,treatment,coding,0
user_761,treatment,general,0
user_762,control,coding,1
user_763,treatment,general,1
user_764,control,coding,1
user_765,control,writing,0
user_766,control,coding,0
user_767,treatment,coding,1
user_768,treatment,coding,1
user_769,control,writing,1
user_770,control,coding,0
user_771,control,writing,0
user_772,control,general,0
user_773,treatment,coding,0
user_774,treatment,writing,1
user_775,control,writing,0
user_776,control,coding,0
user_777,treatment,general,1
user_778,treatment,writing,1
user_779,control,coding,1
user_780,control,general,1
user_781,control,writing,1
user_782,treatment,writing,0
user_783,treatment,general,0
user_784,treatment,general,0
user_785,control,coding,0
user_786,control,coding,0
user_787,treatment,writing,0
user_788,treatment,general,0
user_789,control,general,0
user_790,treatment,general,0
user_791,treatment,writing,1
user_792,control,general,0
user_793,treatment,general,1
user_794,control,writing,0
user_795,control,coding,1
user_796,control,coding,0
user_797,control,writing,0
user_798,control,general,1
user_799,control,writing,1
user_800,control,coding,0
user_801,treatment,coding,1
user_802,control,writing,0
user_803,control,writing,1
user_804,treatment,coding,0
user_805,treatment,writing,0
user_806,treatment,coding,0
user_807,control,writing,1
user_808,treatment,writing,1
user_809,control,writing,1
user_810,control,coding,0
user_811,control,writing,0
user_812,control,coding,1
user_813,treatment,coding,1
user_814,treatment,writing,1
user_815,control,writing,0
user_816,control,coding,1
user_817,control,coding,1
user_818,treatment,general,1
user_819,control,coding,0
user_820,control,general,1
user_821,treatment,general,0
user_822,treatment,general,1
user_823,control,writing,1
user_824,treatment,writing,0
user_825,treatment,coding,1
user_826,control,general,1
user_827,treatment,writing,1
user_828,control,writing,1
user_829,treatment,writing,1
user_830,control,writing,0
user_831,control,writing,1
user_832,control,general,0
user_833,treatment,general,1
user_834,control,general,0
user_835,treatment,general,1
user_836,control,coding,0
user_837,control,general,0
user_838,treatment,writing,0
user_839,control,general,0
user_840,control,coding,1
user_841,treatment,writing,0
user_842,control,general,0
user_843,control,general,1
user_844,control,general,1
user_845,control,writing,1
user_846,treatment,writing,0
user_847,treatment,coding,0
user_848,control,writing,0
user_849,treatment,writing,0
user_850,control,general,0
user_851,treatment,writing,1
user_852,control,general,0
user_853,control,general,0
user_854,control,writing,0
user_855,control,coding,1
user_856,control,coding,1
user_857,control,writing,0
user_858,treatment,coding,1
user_859,control,general,1
user_860,treatment,general,0
user_861,control,writing,0
user_862,treatment,coding,0
user_863,treatment,coding,1
user_864,treatment,general,0
user_865,control,writing,0
user_866,control,coding,0
user_867,treatment,writing,0
user_868,control,coding,1
user_869,treatment,general,1
user_870,control,general,1
user_871,treatment,writing,0
user_872,treatment,general,0
user_873,control,coding,1
user_874,treatment,general,0
user_875,control,writing,1
user_876,treatment,writing,1
user_877,treatment,writing,0
user_878,control,coding,1
user_879,control,coding,0
user_880,control,coding,1
user_881,treatment,coding,0
user_882,control,coding,0
user_883,treatment,general,1
user_884,treatment,coding,1
user_885,control,coding,1
user_886,control,general,1
user_887,treatment,coding,1
user_888,treatment,writing,1
user_889,control,coding,1
user_890,control,coding,0
user_891,control,writing,0
user_892,control,writing,1
user_893,control,writing,1
user_894,treatment,writing,1
user_895,treatment,coding,1
user_896,treatment,writing,0
user_897,treatment,writing,0
user_898,control,general,0
user_899,control,writing,0
user_900,control,writing,1
user_901,treatment,general,1
user_902,treatment,general,0
user_903,control,coding,0
user_904,control,general,1
user_905,treatment,coding,1
user_906,treatment,general,1
user_907,control,general,0
user_908,control,coding,1
user_909,treatment,general,0
user_910,control,coding,0
user_911,control,general,0
user_912,control,writing,1
user_913,treatment,general,1
user_914,treatment,coding,1
user_915,treatment,general,0
user_916,treatment,coding,0
user_917,treatment,coding,1
user_918,treatment,writing,0
user_919,treatment,writing,1
user_920,control,coding,0
user_921,control,general,0
user_922,control,coding,1
user_923,control,coding,1
user_924,control,general,0
user_925,control,general,1
user_926,control,general,1
user_927,treatment,general,1
user_928,treatment,coding,0
user_929,control,coding,0
user_930,control,writing,0
user_931,treatment,coding,1
user_932,control,general,0
user_933,control,writing,0
user_934,treatment,general,1
user_935,control,coding,0
user_936,treatment,writing,1
user_937,control,general,1
user_938,treatment,writing,1
user_939,treatment,writing,0
user_940,treatment,coding,1
user_941,control,general,0
user_942,treatment,writing,0
user_943,control,writing,0
user_944,control,general,1
user_945,control,writing,1
user_946,control,writing,1
user_947,treatment,writing,0
user_948,treatment,general,0
user_949,control,general,0
user_950,control,general,0
user_951,treatment,general,0
user_952,control,coding,1
user_953,treatment,writing,0
user_954,control,general,0
user_955,control,writing,0
user_956,treatment,writing,1
user_957,control,coding,0
user_958,treatment,general,0
user_959,control,general,0
user_960,control,writing,0
user_961,control,general,0
user_962,treatment,writing,0
user_963,control,writing,0
user_964,control,coding,1
user_965,control,coding,1
user_966,control,coding,1
user_967,treatment,writing,1
user_968,treatment,general,0
user_969,control,coding,1
user_970,treatment,general,0
user_971,control,coding,0
user_972,control,coding,0
user_973,control,writing,0
user_974,treatment,coding,1
user_975,treatment,coding,1
user_976,treatment,writing,1
user_977,treatment,general,1
user_978,treatment,coding,1
user_979,treatment,writing,0
user_980,treatment,coding,1
user_981,treatment,writing,0
user_982,treatment,general,1
user_983,control,general,0
user_984,treatment,writing,0
user_985,treatment,writing,1
user_986,treatment,writing,1
user_987,treatment,general,1
user_988,treatment,coding,1
user_989,treatment,general,1
user_990,treatment,writing,1
user_991,treatment,writing,0
user_992,treatment,general,1
user_993,treatment,writing,1
user_994,treatment,general,1
user_995,control,writing,0
user_996,control,coding,0
user_997,treatment,coding,0
user_998,treatment,writing,1
user_999,control,general,1
user_1000,treatment,coding,1
user_1001,control,general,1
user_1002,control,writing,1
user_1003,control,general,1
user_1004,control,coding,0
user_1005,control,general,1
user_1006,treatment,general,1
user_1007,control,writing,0
user_1008,treatment,writing,1
user_1009,treatment,writing,0
user_1010,control,coding,1
user_1011,control,coding,0
user_1012,treatment,writing,0
user_1013,control,writing,1
user_1014,control,coding,1
user_1015,treatment,coding,1
user_1016,treatment,coding,1
user_1017,control,coding,1
user_1018,treatment,writing,0
user_1019,control,coding,1
user_1020,control,writing,1
user_1021,control,general,0
user_1022,treatment,general,1
user_1023,treatment,coding,1
user_1024,treatment,general,0
user_1025,treatment,general,1
user_1026,treatment,general,1
user_1027,control,coding,0
user_1028,control,coding,1
user_1029,control,general,0
user_1030,control,writing,0
user_1031,treatment,general,0
user_1032,control,coding,1
user_1033,treatment,coding,0
user_1034,control,coding,0
user_1035,treatment,general,1
user_1036,treatment,writing,1
user_1037,control,coding,0
user_1038,control,coding,1
user_1039,control,general,1
user_1040,control,writing,0
user_1041,treatment,general,0
user_1042,control,coding,1
user_1043,control,writing,0
user_1044,treatment,writing,0
user_1045,control,coding,0
user_1046,control,writing,0
user_1047,control,writing,0
user_1048,control,general,1
user_1049,control,coding,1
user_1050,treatment,coding,1
user_1051,control,coding,0
user_1052,control,coding,1
user_1053,control,coding,0
user_1054,control,writing,1
user_1055,control,general,0
user_1056,treatment,coding,1
user_1057,control,general,0
user_1058,treatment,general,0
user_1059,treatment,writing,0
user_1060,control,coding,1
user_1061,control,writing,0
user_1062,control,coding,0
user_1063,control,writing,0
user_1064,treatment,general,0
user_1065,control,coding,1
user_1066,control,general,0
user_1067,control,general,0
user_1068,control,writing,0
user_1069,control,coding,1
user_1070,control,general,0
user_1071,treatment,writing,1
user_1072,treatment,coding,0
user_1073,control,coding,0
user_1074,control,general,0
user_1075,control,coding,1
user_1076,treatment,general,0
user_1077,control,coding,0
user_1078,treatment,writing,0
user_1079,control,general,0
user_1080,control,general,0
user_1081,control,coding,0
user_1082,control,coding,0
user_1083,treatment,general,0
user_1084,treatment,coding,1
user_1085,control,writing,0
user_1086,control,coding,0
user_1087,treatment,writing,1
user_1088,treatment,writing,1
user_1089,treatment,writing,0
user_1090,treatment,writing,0
user_1091,control,writing,1
user_1092,treatment,coding,1
user_1093,control,writing,0
user_1094,treatment,coding,1
user_1095,treatment,writing,0
user_1096,treatment,general,1
user_1097,treatment,writing,1
user_1098,treatment,general,0
user_1099,control,writing,0
user_1100,control,writing,1
user_1101,treatment,writing,0
user_1102,treatment,general,1
user_1103,control,general,1
user_1104,treatment,writing,1
user_1105,treatment,coding,1
user_1106,control,writing,0
user_1107,treatment,general,0
user_1108,treatment,writing,1
user_1109,control,general,1
user_1110,control,general,0
user_1111,control,general,0
user_1112,treatment,writing,0
user_1113,control,general,0
user_1114,control,general,1
user_1115,control,writing,0
user_1116,control,general,0
user_1117,control,writing,1
user_1118,control,general,0
user_1119,treatment,coding,1
user_1120,treatment,coding,0
user_1121,control,general,1
user_1122,control,coding,1
user_1123,control,writing,0
user_1124,treatment,coding,1
user_1125,treatment,general,0
user_1126,treatment,general,1
user_1127,treatment,writing,0
user_1128,treatment,general,0
user_1129,treatment,writing,0
user_1130,treatment,coding,0
user_1131,treatment,coding,1
user_1132,treatment,writing,0
user_1133,control,writing,0
user_1134,control,general,1
user_1135,control,coding,0
user_1136,control,writing,1
user_1137,treatment,coding,0
user_1138,treatment,writing,1
user_1139,control,coding,1
user_1140,treatment,general,0
user_1141,control,coding,0
user_1142,treatment,coding,0
user_1143,control,coding,1
user_1144,treatment,coding,1
user_1145,treatment,coding,1
user_1146,control,general,1
user_1147,treatment,writing,0
user_1148,control,coding,1
user_1149,control,general,0
user_1150,control,coding,0
user_1151,control,coding,1
user_1152,treatment,writing,0
user_1153,treatment,coding,1
user_1154,treatment,general,0
user_1155,control,general,0
user_1156,treatment,writing,1
user_1157,control,coding,1
user_1158,treatment,general,0
user_1159,treatment,coding,1
user_1160,treatment,coding,1
user_1161,control,coding,1
user_1162,treatment,writing,1
user_1163,treatment,coding,0
user_1164,control,general,1
user_1165,treatment,coding,1
user_1166,control,general,0
user_1167,treatment,coding,1
user_1168,control,general,0
user_1169,control,general,0
user_1170,treatment,coding,0
user_1171,control,coding,0
user_1172,control,general,0
user_1173,control,writing,0
user_1174,control,coding,1
user_1175,control,writing,1
user_1176,control,coding,1
user_1177,treatment,coding,0
user_1178,control,coding,0
user_1179,control,coding,1
